ds,ENTRIES_DIFF,EXITS_DIFF,y
2015-10-22,173702.0,142323.0,316025.0
2015-10-23,180517.0,154840.0,335357.0
2015-10-31,742110.0,684754.0,1426864.0
2015-11-01,89503.0,84565.0,174068.0
2015-11-02,167060.0,135222.0,302282.0
2015-11-03,164964.0,134049.0,299013.0
2015-11-04,169760.0,139144.0,308904.0
2015-11-05,171066.0,139307.0,310373.0
2015-11-06,166283.0,144517.0,310800.0
2015-11-14,736939.0,669035.0,1405974.0
2015-11-15,78428.0,67253.0,145681.0
2015-11-16,163656.0,126848.0,290504.0
2015-11-17,171078.0,136198.0,307276.0
2015-11-18,170591.0,133526.0,304117.0
2015-11-19,170933.0,142498.0,313431.0
2015-11-20,168318.0,137844.0,306162.0
2015-11-28,701375.0,616719.0,1318094.0
2015-11-29,89756.0,58513.0,148269.0
2015-11-30,171965.0,131101.0,303066.0
2015-12-01,171677.0,134219.0,305896.0
2015-12-02,173038.0,141397.0,314435.0
2015-12-03,177072.0,142991.0,320063.0
2015-12-04,173962.0,142575.0,316537.0
2015-12-05,97379.0,81157.0,178536.0
2015-12-06,79385.0,65591.0,144976.0
2015-12-07,166506.0,133898.0,300404.0
2015-12-08,173538.0,139316.0,312854.0
2015-12-09,174499.0,138900.0,313399.0
2015-12-10,176682.0,139105.0,315787.0
2015-12-11,173355.0,143733.0,317088.0
2015-12-12,109185.0,92020.0,201205.0
2015-12-13,87016.0,73529.0,160545.0
2015-12-14,167132.0,131497.0,298629.0
2015-12-15,170402.0,137766.0,308168.0
2015-12-16,175197.0,142471.0,317668.0
2015-12-17,180313.0,147746.0,328059.0
2015-12-18,177452.0,142846.0,320298.0
2015-12-19,110112.0,96295.0,206407.0
2015-12-20,90855.0,76585.0,167440.0
2015-12-21,170355.0,137254.0,307609.0
2015-12-22,167424.0,138127.0,305551.0
2015-12-23,158998.0,141969.0,300967.0
2015-12-24,108697.0,103219.0,211916.0
2015-12-25,44620.0,38557.0,83177.0
2015-12-26,89661.0,69807.0,159468.0
2015-12-27,92357.0,66690.0,159047.0
2015-12-28,152382.0,117844.0,270226.0
2015-12-29,151025.0,118468.0,269493.0
2015-12-30,156047.0,125759.0,281806.0
2015-12-31,136747.0,101578.0,238325.0
2016-01-01,70194.0,67397.0,137591.0
2016-01-02,45510.0,42240.0,87750.0
2016-01-03,12223.0,9379.0,21602.0
2016-01-04,25669.0,16654.0,42323.0
2016-01-05,36216.0,26200.0,62416.0
2016-01-06,26427.0,16678.0,43105.0
2016-01-07,26459.0,17305.0,43764.0
2016-01-08,26123.0,17438.0,43561.0
2016-01-09,10597.0,11232.0,21829.0
2016-01-10,7739.0,7795.0,15534.0
2016-01-11,25592.0,16398.0,41990.0
2016-01-12,26121.0,16856.0,42977.0
2016-01-13,26615.0,16901.0,43516.0
2016-01-14,26791.0,18012.0,44803.0
2016-01-15,26043.0,18177.0,44220.0
2016-01-16,12322.0,13139.0,25461.0
2016-01-17,10431.0,10305.0,20736.0
2016-01-18,15742.0,10810.0,26552.0
2016-01-19,27219.0,16895.0,44114.0
2016-01-20,26480.0,17138.0,43618.0
2016-01-21,36673.0,17096.0,53769.0
2016-01-22,25883.0,17278.0,43161.0
2016-01-23,4225.0,3637.0,7862.0
2016-01-24,5837.0,5325.0,11162.0
2016-01-25,22379.0,16234.0,38613.0
2016-01-26,36770.0,17672.0,54442.0
2016-01-27,27150.0,17738.0,44888.0
2016-01-28,25990.0,17938.0,43928.0
2016-01-29,26573.0,18984.0,45557.0
2016-01-30,14132.0,12829.0,26961.0
2016-01-31,12315.0,10750.0,23065.0
2016-02-01,25757.0,17127.0,42884.0
2016-02-02,27234.0,17740.0,44974.0
2016-02-03,26720.0,17179.0,43899.0
2016-02-04,26693.0,18658.0,45351.0
2016-02-05,25253.0,18280.0,43533.0
2016-02-06,11661.0,11726.0,23387.0
2016-02-07,9310.0,8432.0,17742.0
2016-02-08,25496.0,16383.0,41879.0
2016-02-09,26905.0,17347.0,44252.0
2016-02-10,26814.0,17143.0,43957.0
2016-02-11,28328.0,18958.0,47286.0
2016-02-12,26938.0,19731.0,46669.0
2016-02-13,12940.0,11887.0,24827.0
2016-02-14,11049.0,9849.0,20898.0
2016-02-15,15383.0,12685.0,28068.0
2016-02-16,25190.0,17150.0,42340.0
2016-02-17,26522.0,18495.0,45017.0
2016-02-18,26765.0,18017.0,44782.0
2016-02-19,25924.0,18591.0,44515.0
2016-02-20,15122.0,13758.0,28880.0
2016-02-21,12469.0,11239.0,23708.0
2016-02-22,25934.0,17783.0,43717.0
2016-02-23,26061.0,17258.0,43319.0
2016-02-24,26599.0,16750.0,43349.0
2016-02-25,26656.0,18529.0,45185.0
2016-02-26,26616.0,18729.0,45345.0
2016-02-27,11268.0,11667.0,22935.0
2016-02-28,9538.0,9172.0,18710.0
2016-02-29,24697.0,17468.0,42165.0
2016-03-01,26171.0,18393.0,44564.0
2016-03-02,26051.0,17506.0,43557.0
2016-03-03,26335.0,17966.0,44301.0
2016-03-04,26110.0,18552.0,44662.0
2016-03-05,12100.0,12533.0,24633.0
2016-03-06,9110.0,9617.0,18727.0
2016-03-07,24228.0,18743.0,42971.0
2016-03-08,26980.0,18722.0,45702.0
2016-03-09,27041.0,18724.0,45765.0
2016-03-10,26921.0,19119.0,46040.0
2016-03-11,26873.0,19912.0,46785.0
2016-03-12,12997.0,13189.0,26186.0
2016-03-13,8193.0,8250.0,16443.0
2016-03-14,24911.0,16643.0,41554.0
2016-03-15,26511.0,18059.0,44570.0
2016-03-16,27392.0,18756.0,46148.0
2016-03-17,27187.0,18997.0,46184.0
2016-03-18,26808.0,19825.0,46633.0
2016-03-19,14709.0,13717.0,28426.0
2016-03-20,12541.0,11349.0,23890.0
2016-03-21,26244.0,17310.0,43554.0
2016-03-22,26562.0,18162.0,44724.0
2016-03-23,26915.0,18901.0,45816.0
2016-03-24,26821.0,20047.0,46868.0
2016-03-25,23360.0,20607.0,43967.0
2016-03-26,16201.0,15582.0,31783.0
2016-03-27,15004.0,12893.0,27897.0
2016-03-28,28017.0,18023.0,46040.0
2016-03-29,27864.0,19056.0,46920.0
2016-03-30,27834.0,19715.0,47549.0
2016-03-31,27768.0,19662.0,47430.0
2016-04-01,27619.0,21059.0,48678.0
2016-04-02,16543.0,16927.0,33470.0
2016-04-03,14467.0,14404.0,28871.0
2016-04-04,26780.0,16997.0,43777.0
2016-04-05,26383.0,18150.0,44533.0
2016-04-06,27070.0,19009.0,46079.0
2016-04-07,26194.0,16215.0,42409.0
2016-04-08,26294.0,19136.0,45430.0
2016-04-09,12683.0,14973.0,27656.0
2016-04-10,10083.0,12123.0,22206.0
2016-04-11,25560.0,17731.0,43291.0
2016-04-12,26601.0,17484.0,44085.0
2016-04-13,26568.0,18615.0,45183.0
2016-04-14,26566.0,19308.0,45874.0
2016-04-15,25895.0,19837.0,45732.0
2016-04-16,15167.0,15122.0,30289.0
2016-04-17,12183.0,12806.0,24989.0
2016-04-18,25649.0,17806.0,43455.0
2016-04-19,27102.0,18609.0,45711.0
2016-04-20,23738.0,17619.0,41357.0
2016-04-21,23406.0,18372.0,41778.0
2016-04-22,22347.0,18028.0,40375.0
2016-04-23,12956.0,13354.0,26310.0
2016-04-24,10116.0,9770.0,19886.0
2016-04-25,22830.0,17616.0,40446.0
2016-04-26,21817.0,16254.0,38071.0
2016-04-27,22297.0,17197.0,39494.0
2016-04-28,22275.0,17499.0,39774.0
2016-04-29,21024.0,17495.0,38519.0
2016-04-30,12770.0,11977.0,24747.0
2016-05-01,11094.0,9727.0,20821.0
2016-05-02,22651.0,16811.0,39462.0
2016-05-03,23783.0,16673.0,40456.0
2016-05-04,23373.0,16404.0,39777.0
2016-05-05,23552.0,17783.0,41335.0
2016-05-06,24371.0,18809.0,43180.0
2016-05-07,8729.0,11758.0,20487.0
2016-05-08,6014.0,8185.0,14199.0
2016-05-09,21616.0,16455.0,38071.0
2016-05-10,22761.0,16049.0,38810.0
2016-05-11,22787.0,15950.0,38737.0
2016-05-12,23352.0,16594.0,39946.0
2016-05-13,22410.0,16977.0,39387.0
2016-05-14,9535.0,10367.0,19902.0
2016-05-15,11986.0,11447.0,23433.0
2016-05-16,23099.0,16279.0,39378.0
2016-05-17,23680.0,16338.0,40018.0
2016-05-18,24410.0,17279.0,41689.0
2016-05-19,23581.0,17256.0,40837.0
2016-05-20,23125.0,18183.0,41308.0
2016-05-21,12946.0,14694.0,27640.0
2016-05-22,10674.0,12395.0,23069.0
2016-05-23,22582.0,16192.0,38774.0
2016-05-24,23859.0,16238.0,40097.0
2016-05-25,24024.0,17051.0,41075.0
2016-05-26,23307.0,18042.0,41349.0
2016-05-27,21246.0,17703.0,38949.0
2016-05-28,12079.0,12940.0,25019.0
2016-05-29,11091.0,11068.0,22159.0
2016-05-30,11527.0,10062.0,21589.0
2016-05-31,22726.0,15645.0,38371.0
2016-06-01,24255.0,16749.0,41004.0
2016-06-02,23850.0,16853.0,40703.0
2016-06-03,22759.0,18132.0,40891.0
2016-06-18,118816.0,119484.0,238300.0
2016-06-19,10138.0,8987.0,19125.0
2016-06-20,23683.0,16336.0,40019.0
2016-06-21,23415.0,16979.0,40394.0
2016-06-22,24421.0,17470.0,41891.0
2016-06-23,23326.0,17743.0,41069.0
2016-06-24,22614.0,17929.0,40543.0
2016-06-25,12072.0,11792.0,23864.0
2016-06-26,11356.0,12448.0,23804.0
2016-06-27,23245.0,17254.0,40499.0
2016-06-28,24396.0,16658.0,41054.0
2016-06-29,22929.0,17443.0,40372.0
2016-06-30,23102.0,17386.0,40488.0
2016-07-01,20775.0,17443.0,38218.0
2016-07-09,104001.0,96676.0,200677.0
2016-07-10,10652.0,9969.0,20621.0
2016-07-11,22919.0,15981.0,38900.0
2016-07-12,22582.0,16239.0,38821.0
2016-07-13,23201.0,16963.0,40164.0
2016-07-14,22690.0,16751.0,39441.0
2016-07-15,22038.0,17517.0,39555.0
2016-07-16,12775.0,13534.0,26309.0
2016-07-17,12565.0,10890.0,23455.0
2016-07-18,23782.0,16550.0,40332.0
2016-07-19,25284.0,16957.0,42241.0
2016-07-20,24761.0,18275.0,43036.0
2016-07-21,25063.0,17955.0,43018.0
2016-07-22,22706.0,17910.0,40616.0
2016-07-23,11369.0,11111.0,22480.0
2016-07-24,10003.0,8859.0,18862.0
2016-07-25,24344.0,16491.0,40835.0
2016-07-26,23711.0,17192.0,40903.0
2016-07-27,24676.0,17951.0,42627.0
2016-07-28,24014.0,17676.0,41690.0
2016-07-29,21937.0,17685.0,39622.0
2016-07-30,11547.0,12769.0,24316.0
2016-07-31,10022.0,9870.0,19892.0
2016-08-01,22447.0,15971.0,38418.0
2016-08-02,23510.0,16806.0,40316.0
2016-08-03,23820.0,17263.0,41083.0
2016-08-04,23816.0,18074.0,41890.0
2016-08-05,34874.0,30056.0,64930.0
2016-08-06,11763.0,12674.0,24437.0
2016-08-07,10454.0,10589.0,21043.0
2016-08-08,24426.0,16974.0,41400.0
2016-08-09,25945.0,17545.0,43490.0
2016-08-10,25808.0,17841.0,43649.0
2016-08-11,25859.0,18164.0,44023.0
2016-08-12,24069.0,17817.0,41886.0
2016-08-13,11928.0,11261.0,23189.0
2016-08-14,11007.0,9159.0,20166.0
2016-08-15,24417.0,16064.0,40481.0
2016-08-16,24957.0,17229.0,42186.0
2016-08-17,24715.0,16616.0,41331.0
2016-08-18,24623.0,17862.0,42485.0
2016-08-19,23268.0,18222.0,41490.0
2016-08-20,11132.0,10118.0,21250.0
2016-08-21,9493.0,9039.0,18532.0
2016-08-22,23587.0,16313.0,39900.0
2016-08-23,24147.0,17007.0,41154.0
2016-08-24,24332.0,17297.0,41629.0
2016-08-25,24331.0,17460.0,41791.0
2016-08-26,23366.0,17429.0,40795.0
2016-08-27,7880.0,9554.0,17434.0
2016-08-28,6401.0,8023.0,14424.0
2016-08-29,23349.0,17406.0,40755.0
2016-08-30,24121.0,16812.0,40933.0
2016-08-31,24035.0,17213.0,41248.0
2016-09-01,24021.0,17174.0,41195.0
2016-09-02,21797.0,17578.0,39375.0
2016-09-03,12061.0,11925.0,23986.0
2016-09-04,11252.0,10780.0,22032.0
2016-09-05,11714.0,9349.0,21063.0
2016-09-06,25150.0,16785.0,41935.0
2016-09-07,25944.0,17750.0,43694.0
2016-09-08,26380.0,18693.0,45073.0
2016-09-09,25791.0,19007.0,44798.0
2016-09-10,12199.0,12425.0,24624.0
2016-09-11,10157.0,10165.0,20322.0
2016-09-12,24478.0,17348.0,41826.0
2016-09-13,25864.0,18272.0,44136.0
2016-09-14,26796.0,18734.0,45530.0
2016-09-15,27098.0,18605.0,45703.0
2016-09-16,25689.0,18773.0,44462.0
2016-09-17,12188.0,14484.0,26672.0
2016-09-18,11369.0,12191.0,23560.0
2016-09-19,24805.0,16466.0,41271.0
2016-09-20,25689.0,18055.0,43744.0
2016-09-21,26191.0,17931.0,44122.0
2016-09-22,26158.0,18993.0,45151.0
2016-09-23,25654.0,19852.0,45506.0
2016-09-24,14711.0,14551.0,29262.0
2016-09-25,12287.0,12677.0,24964.0
2016-09-26,26071.0,17520.0,43591.0
2016-09-27,25939.0,17530.0,43469.0
2016-09-28,26378.0,17675.0,44053.0
2016-09-29,26287.0,18645.0,44932.0
2016-09-30,25613.0,18939.0,44552.0
2016-10-01,10740.0,12002.0,22742.0
2016-10-02,9076.0,9989.0,19065.0
2016-10-03,21951.0,16056.0,38007.0
2016-10-04,23847.0,16749.0,40596.0
2016-10-05,26062.0,18036.0,44098.0
2016-10-06,26849.0,20327.0,47176.0
2016-10-07,27328.0,22353.0,49681.0
2016-10-08,13548.0,15418.0,28966.0
2016-10-09,11162.0,11657.0,22819.0
2016-10-10,19871.0,14876.0,34747.0
2016-10-11,25261.0,16891.0,42152.0
2016-10-12,22339.0,16146.0,38485.0
2016-10-13,26232.0,18803.0,45035.0
2016-10-14,25975.0,18986.0,44961.0
2016-10-15,12489.0,13902.0,26391.0
2016-10-16,11157.0,11018.0,22175.0
2016-10-17,23406.0,15513.0,38919.0
2016-10-18,24428.0,16376.0,40804.0
2016-10-19,25789.0,17400.0,43189.0
2016-10-20,26134.0,18081.0,44215.0
2016-10-21,25171.0,19363.0,44534.0
2016-10-22,14687.0,13700.0,28387.0
2016-10-23,12921.0,10768.0,23689.0
2016-10-24,24749.0,16796.0,41545.0
2016-10-25,25376.0,17074.0,42450.0
2016-10-26,25132.0,18504.0,43636.0
2016-10-27,27281.0,18423.0,45704.0
2016-10-28,25584.0,18969.0,44553.0
2016-10-29,13288.0,13135.0,26423.0
2016-10-30,12853.0,11830.0,24683.0
2016-10-31,24675.0,15266.0,39941.0
2016-11-01,25243.0,17809.0,43052.0
2016-11-02,26387.0,18033.0,44420.0
2016-11-03,26429.0,18866.0,45295.0
2016-11-04,26810.0,19729.0,46539.0
2016-11-05,14597.0,14471.0,29068.0
2016-11-06,16583.0,13550.0,30133.0
2016-11-07,26114.0,18074.0,44188.0
2016-11-08,24818.0,17402.0,42220.0
2016-11-09,25329.0,17148.0,42477.0
2016-11-10,26346.0,18829.0,45175.0
2016-11-11,23514.0,18151.0,41665.0
2016-11-12,13172.0,13138.0,26310.0
2016-11-13,13443.0,11262.0,24705.0
2016-11-14,36079.0,27883.0,63962.0
2016-11-15,27369.0,17423.0,44792.0
2016-11-16,27272.0,19352.0,46624.0
2016-11-17,26681.0,19202.0,45883.0
2016-11-18,26579.0,20251.0,46830.0
2016-11-19,13943.0,13420.0,27363.0
2016-11-20,12847.0,11688.0,24535.0
2016-11-21,26831.0,18074.0,44905.0
2016-11-22,27512.0,19625.0,47137.0
2016-11-23,26573.0,20407.0,46980.0
2016-11-24,10270.0,9136.0,19406.0
2016-11-25,18244.0,14911.0,33155.0
2016-11-26,14079.0,12596.0,26675.0
2016-11-27,13648.0,11335.0,24983.0
2016-11-28,26942.0,18517.0,45459.0
2016-11-29,26234.0,17464.0,43698.0
2016-11-30,26414.0,18356.0,44770.0
2016-12-01,27537.0,19002.0,46539.0
2016-12-02,27939.0,20854.0,48793.0
2016-12-03,16230.0,16012.0,32242.0
2016-12-04,13413.0,12188.0,25601.0
2016-12-05,26840.0,18342.0,45182.0
2016-12-06,27683.0,18871.0,46554.0
2016-12-07,27423.0,19565.0,46988.0
2016-12-08,28621.0,19531.0,48152.0
2016-12-09,28365.0,20699.0,49064.0
2016-12-17,138055.0,123238.0,261293.0
2016-12-18,14559.0,12756.0,27315.0
2016-12-19,27585.0,18794.0,46379.0
2016-12-20,27924.0,19191.0,47115.0
2016-12-21,27548.0,18948.0,46496.0
2016-12-22,26635.0,19611.0,46246.0
2016-12-23,22413.0,19046.0,41459.0
2016-12-24,11385.0,10839.0,22224.0
2016-12-25,7927.0,6932.0,14859.0
2016-12-26,14930.0,12151.0,27081.0
2016-12-27,23862.0,17169.0,41031.0
2016-12-28,25982.0,19495.0,45477.0
2016-12-29,23410.0,17802.0,41212.0
2016-12-30,24298.0,18823.0,43121.0
2016-12-31,323907.0,335933.0,659840.0
2017-01-01,28653.0,33359.0,62012.0
2017-01-02,33051.0,33299.0,66350.0
2017-01-03,84313.0,84655.0,168968.0
2017-01-04,73940.0,75927.0,149867.0
2017-01-05,73558.0,73585.0,147143.0
2017-01-06,69951.0,73536.0,143487.0
2017-01-07,28231.0,27659.0,55890.0
2017-01-08,33451.0,22506.0,55957.0
2017-01-09,66833.0,71970.0,138803.0
2017-01-10,71799.0,71554.0,143353.0
2017-01-11,69963.0,72355.0,142318.0
2017-01-12,73021.0,74009.0,147030.0
2017-01-13,69546.0,74234.0,143780.0
2017-01-14,37330.0,37427.0,74757.0
2017-01-15,23346.0,22903.0,46249.0
2017-01-16,37239.0,38386.0,75625.0
2017-01-17,77527.0,77256.0,154783.0
2017-01-18,73550.0,74079.0,147629.0
2017-01-19,75061.0,78327.0,153388.0
2017-01-20,69680.0,78350.0,148030.0
2017-01-21,31824.0,28853.0,60677.0
2017-01-22,25900.0,20770.0,46670.0
2017-01-23,73688.0,71157.0,144845.0
2017-01-24,73601.0,72443.0,146044.0
2017-01-25,75513.0,76261.0,151774.0
2017-01-26,75054.0,75709.0,150763.0
2017-01-27,72273.0,77423.0,149696.0
2017-01-28,28632.0,29813.0,58445.0
2017-01-29,24544.0,22564.0,47108.0
2017-01-30,72689.0,70605.0,143294.0
2017-01-31,75941.0,76113.0,152054.0
2017-02-01,74723.0,78119.0,152842.0
2017-02-02,75334.0,78020.0,153354.0
2017-02-03,71987.0,77388.0,149375.0
2017-02-11,343819.0,328225.0,672044.0
2017-02-12,29719.0,34942.0,64661.0
2017-02-13,73995.0,74052.0,148047.0
2017-02-14,77416.0,77831.0,155247.0
2017-02-15,76856.0,78711.0,155567.0
2017-02-16,76990.0,76778.0,153768.0
2017-02-17,70604.0,78179.0,148783.0
2017-02-18,35878.0,45011.0,80889.0
2017-02-19,35136.0,40010.0,75146.0
2017-02-20,42667.0,47788.0,90455.0
2017-02-21,74842.0,74898.0,149740.0
2017-02-22,72938.0,74232.0,147170.0
2017-02-23,72553.0,75568.0,148121.0
2017-02-24,69586.0,75219.0,144805.0
2017-02-25,37818.0,46285.0,84103.0
2017-02-26,33975.0,36850.0,70825.0
2017-02-27,75300.0,74713.0,150013.0
2017-02-28,74792.0,76382.0,151174.0
2017-03-01,73946.0,74931.0,148877.0
2017-03-02,75813.0,78094.0,153907.0
2017-03-03,73776.0,78449.0,152225.0
2017-03-04,35846.0,40105.0,75951.0
2017-03-05,32456.0,32192.0,64648.0
2017-03-06,75629.0,74289.0,149918.0
2017-03-07,77554.0,77214.0,154768.0
2017-03-08,76229.0,77534.0,153763.0
2017-03-09,76220.0,79445.0,155665.0
2017-03-10,73093.0,77116.0,150209.0
2017-03-11,35701.0,45611.0,81312.0
2017-03-12,26546.0,33055.0,59601.0
2017-03-13,78597.0,75976.0,154573.0
2017-03-14,17362.0,20841.0,38203.0
2017-03-15,70150.0,67144.0,137294.0
2017-03-16,80443.0,81015.0,161458.0
2017-03-17,79270.0,84003.0,163273.0
2017-03-25,372021.0,346178.0,718199.0
2017-03-26,31775.0,35019.0,66794.0
2017-03-27,77782.0,71163.0,148945.0
2017-03-28,77556.0,76641.0,154197.0
2017-03-29,76321.0,78367.0,154688.0
2017-03-30,78083.0,77517.0,155600.0
2017-03-31,77987.0,83613.0,161600.0
2017-04-01,34884.0,42998.0,77882.0
2017-04-02,30841.0,38036.0,68877.0
2017-04-03,64408.0,60217.0,124625.0
2017-04-04,58868.0,65860.0,124728.0
2017-04-05,63427.0,68680.0,132107.0
2017-04-06,67868.0,73110.0,140978.0
2017-04-07,70167.0,76126.0,146293.0
2017-04-08,32564.0,39716.0,72280.0
2017-04-09,30739.0,35790.0,66529.0
2017-04-10,71262.0,72395.0,143657.0
2017-04-11,70275.0,73296.0,143571.0
2017-04-12,72000.0,76757.0,148757.0
2017-04-13,72975.0,77378.0,150353.0
2017-04-14,57908.0,69510.0,127418.0
2017-04-15,31482.0,36323.0,67805.0
2017-04-16,27678.0,28433.0,56111.0
2017-04-17,74246.0,66052.0,140298.0
2017-04-18,72627.0,74723.0,147350.0
2017-04-19,78909.0,78800.0,157709.0
2017-04-20,41943.0,50466.0,92409.0
2017-04-21,80955.0,82333.0,163288.0
2017-04-22,54727.0,60587.0,115314.0
2017-04-23,28512.0,28070.0,56582.0
2017-04-24,72488.0,70046.0,142534.0
2017-04-25,74273.0,76262.0,150535.0
2017-04-26,74956.0,75986.0,150942.0
2017-04-27,74864.0,76905.0,151769.0
2017-04-28,68587.0,74988.0,143575.0
2017-04-29,32231.0,42021.0,74252.0
2017-04-30,30113.0,36093.0,66206.0
2017-05-01,72734.0,70949.0,143683.0
2017-05-02,72850.0,74542.0,147392.0
2017-05-03,74208.0,76742.0,150950.0
2017-05-04,73651.0,79359.0,153010.0
2017-05-05,74187.0,79959.0,154146.0
2017-05-06,30248.0,39368.0,69616.0
2017-05-07,29703.0,34811.0,64514.0
2017-05-08,71747.0,69301.0,141048.0
2017-05-09,72166.0,77186.0,149352.0
2017-05-10,75406.0,72640.0,148046.0
2017-05-11,72550.0,75679.0,148229.0
2017-05-12,67981.0,76718.0,144699.0
2017-05-13,32101.0,44148.0,76249.0
2017-05-14,29117.0,34786.0,63903.0
2017-05-15,76504.0,70432.0,146936.0
2017-05-16,73429.0,74645.0,148074.0
2017-05-17,73573.0,77720.0,151293.0
2017-05-18,74757.0,80302.0,155059.0
2017-05-19,71828.0,80358.0,152186.0
2017-05-20,36134.0,50931.0,87065.0
2017-05-21,34206.0,43843.0,78049.0
2017-05-22,78113.0,75731.0,153844.0
2017-05-23,73789.0,74847.0,148636.0
2017-05-24,73302.0,75261.0,148563.0
2017-05-25,78339.0,81729.0,160068.0
2017-05-26,62937.0,75628.0,138565.0
2017-05-27,28760.0,39438.0,68198.0
2017-05-28,26841.0,31833.0,58674.0
2017-05-29,31749.0,27428.0,59177.0
2017-05-30,70713.0,70024.0,140737.0
2017-05-31,72925.0,71415.0,144340.0
2017-06-01,71156.0,76602.0,147758.0
2017-06-02,71009.0,81083.0,152092.0
2017-06-10,361173.0,347072.0,708245.0
2017-06-11,33590.0,38318.0,71908.0
2017-06-12,74181.0,69786.0,143967.0
2017-06-13,73694.0,75261.0,148955.0
2017-06-14,76187.0,76248.0,152435.0
2017-06-15,73069.0,79372.0,152441.0
2017-06-16,68800.0,80563.0,149363.0
2017-06-17,33425.0,43068.0,76493.0
2017-06-18,32300.0,33564.0,65864.0
2017-06-19,81399.0,74092.0,155491.0
2017-06-20,72903.0,74684.0,147587.0
2017-06-21,73335.0,76607.0,149942.0
2017-06-22,73048.0,77261.0,150309.0
2017-06-23,68248.0,80198.0,148446.0
2017-07-01,360621.0,347421.0,708042.0
2017-07-02,29645.0,32878.0,62523.0
2017-07-03,45113.0,47723.0,92836.0
2017-07-04,29646.0,28005.0,57651.0
2017-07-05,71814.0,68609.0,140423.0
2017-07-06,71151.0,73592.0,144743.0
2017-07-07,62972.0,74254.0,137226.0
2017-07-08,32093.0,37686.0,69779.0
2017-07-09,31720.0,30758.0,62478.0
2017-07-10,64147.0,61358.0,125505.0
2017-07-11,64238.0,66206.0,130444.0
2017-07-12,63170.0,67967.0,131137.0
2017-07-13,63890.0,70765.0,134655.0
2017-07-14,61365.0,75094.0,136459.0
2017-07-15,33067.0,37810.0,70877.0
2017-07-16,33663.0,33906.0,67569.0
2017-07-17,64603.0,59838.0,124441.0
2017-07-18,63287.0,65215.0,128502.0
2017-07-19,64446.0,69417.0,133863.0
2017-07-20,64623.0,69874.0,134497.0
2017-07-21,58827.0,73079.0,131906.0
2017-07-22,34768.0,47019.0,81787.0
2017-07-23,40833.0,38876.0,79709.0
2017-07-24,67533.0,62327.0,129860.0
2017-07-25,63479.0,67438.0,130917.0
2017-07-26,65393.0,70173.0,135566.0
2017-07-27,66256.0,70554.0,136810.0
2017-07-28,60255.0,73351.0,133606.0
2017-07-29,34352.0,40180.0,74532.0
2017-07-30,34974.0,34942.0,69916.0
2017-07-31,67483.0,63381.0,130864.0
2017-08-01,62681.0,69795.0,132476.0
2017-08-02,67395.0,72722.0,140117.0
2017-08-03,64593.0,69167.0,133760.0
2017-08-04,59274.0,73219.0,132493.0
2017-08-05,33459.0,44961.0,78420.0
2017-08-06,35662.0,38076.0,73738.0
2017-08-07,69125.0,67683.0,136808.0
2017-08-08,64125.0,67224.0,131349.0
2017-08-09,73237.0,77665.0,150902.0
2017-08-10,64821.0,71133.0,135954.0
2017-08-11,57518.0,70983.0,128501.0
2017-08-12,31273.0,37983.0,69256.0
2017-08-13,34052.0,32380.0,66432.0
2017-08-14,64813.0,61835.0,126648.0
2017-08-15,62576.0,65775.0,128351.0
2017-08-16,60790.0,66725.0,127515.0
2017-08-17,61677.0,68253.0,129930.0
2017-08-18,57537.0,68838.0,126375.0
2017-08-19,28656.0,35476.0,64132.0
2017-08-20,30118.0,29738.0,59856.0
2017-08-21,61005.0,60788.0,121793.0
2017-08-22,60807.0,63234.0,124041.0
2017-08-23,58954.0,65106.0,124060.0
2017-08-24,59079.0,66208.0,125287.0
2017-08-25,55405.0,67821.0,123226.0
2017-08-26,30632.0,35905.0,66537.0
2017-08-27,32709.0,28816.0,61525.0
2017-08-28,61296.0,59961.0,121257.0
2017-08-29,62423.0,68363.0,130786.0
2017-08-30,60152.0,66204.0,126356.0
2017-08-31,59439.0,67364.0,126803.0
2017-09-01,53090.0,67647.0,120737.0
2017-09-09,345531.0,330417.0,675948.0
2017-09-10,36154.0,38672.0,74826.0
2017-09-11,72895.0,69295.0,142190.0
2017-09-12,73529.0,75808.0,149337.0
2017-09-13,74257.0,77467.0,151724.0
2017-09-14,76254.0,80211.0,156465.0
2017-09-15,68613.0,78530.0,147143.0
2017-09-16,34496.0,41333.0,75829.0
2017-09-17,31128.0,34528.0,65656.0
2017-09-18,75834.0,74480.0,150314.0
2017-09-19,75593.0,76466.0,152059.0
2017-09-20,70362.0,79505.0,149867.0
2017-09-21,66978.0,71521.0,138499.0
2017-09-22,62454.0,72496.0,134950.0
2017-09-23,35336.0,35102.0,70438.0
2017-09-24,31333.0,30350.0,61683.0
2017-09-25,72879.0,70858.0,143737.0
2017-09-26,74109.0,74342.0,148451.0
2017-09-27,72898.0,75740.0,148638.0
2017-09-28,72442.0,76575.0,149017.0
2017-09-29,66796.0,78189.0,144985.0
2017-09-30,30300.0,37406.0,67706.0
2017-10-01,32404.0,31174.0,63578.0
2017-10-02,72560.0,71085.0,143645.0
2017-10-03,73472.0,75678.0,149150.0
2017-10-04,73547.0,75824.0,149371.0
2017-10-05,73192.0,79563.0,152755.0
2017-10-06,70583.0,79779.0,150362.0
2017-10-07,39420.0,49387.0,88807.0
2017-10-08,37780.0,40430.0,78210.0
2017-10-09,58935.0,59440.0,118375.0
